;coeditor1;coeditor2;count
2458;Thommen;Vogel;1
2459;Müller;Schünemann;1
2460;Philipps;Schünemann;1
2461;Müller;Philipps;1
2463;Pryzchodniak;Séginger;1
2465;North;Ormrod;1
2473;Lacchè;Meccarelli;1
2466;Baczko;Binz;1
2467;Binz;al.;1
2468;Baczko;al.;1
2469;Boschung;Holzhey;1
2470;Chauvaud;Petit;1
2471;Lacchè;Latini;1
2472;Lacchè;Marchetti;1
2494;Brizon;Lee;1
2495;Brizon;Wismer;1
2496;Lee;Wismer;1
2527;Goldie;Wolker;1
2520;Preußer;Rétif;1
2521;Preußer;Rytz;1
2522;Rytz;Rétif;1
2523;Delesse;Lesourd;1
2524;Denooz;Lesourd;1
2525;Delesse;Denooz;1
2526;Carini;Melograni;1
2528;Candel;Gaudin;1
2518;Euchner;Schiera;1
2529;Coykendall;de FreitasBoe;1
2530;Cope;III;1
2531;Danelzik-Brüggemann;Reichardt;1
2532;Chevalier;Hould;1
2533;Ganda;al.;1
2534;Dratwicki;Terrier;1
2535;Perceau;Szerwiniack;1
2519;Rigotti;Schiera;1
2517;Euchner;Rigotti;1
2497;Mosser;Teyssot;1
2506;Bonnet;Chaves;1
2498;Sokolowicz;Zatorska;1
2499;Greiner;Kornelius;1
2500;Greiner;Rovere;1
2501;Kornelius;Rovere;1
2502;Mañes;al.;1
2503;Desprès;Mateo;1
2505;Gómez;Mateo;1
2507;Gijswijt-Hofstra;Marland;1
2516;Gelmini;Henry;1
2508;Gijswijt-Hofstra;de Waardt;1
2509;Marland;de Waardt;1
2510;Antonius;Baillargeon;1
2511;Chamayou;Duncan;1
2512;Jacob;Rossi;1
2513;Pâquet;Savard;1
2515;Ariès;Duby;1
2455;Méon;Truffin;1
2453;Beauthier;Méon;1
2045;Bustarret;Viollet;1
2452;Fraisse;Wessler;1
2395;Platter;Shepherd;1
2396;Fonck;Veyssière;1
2397;Schlobach;Zurowski;1
2398;Branham;Goulet-Cazé;1
2399;Colombat;Fournier;1
2400;Colombat;Raby;1
2401;Fournier;Raby;1
2402;Eliassen;Haugen;1
2403;Beaudet;Bonenfant;1
2404;Beaudet;Daunais;1
2405;Bonenfant;Daunais;1
2406;Daley;Nolan;1
2407;Ballotti;Toudoire-Surlapierre;1
2408;Kuramayeva;Toudoire-Surlapierre;1
2409;Ballotti;Kuramayeva;1
2410;Duchet;Vachon;1
2411;Delâge;Turgeon;1
2394;Miller;Shepherd;1
2393;Miller;Platter;1
2392;Barta;Shepherd;1
2382;Filotas;Moser;1
2375;Lévrier;Wrona;1
2376;Lombez;von Kulessa;1
2377;Oliver;Vachon;1
2378;Faivre;Filotas;1
2379;Faivre;Hamel;1
2380;Faivre;Moser;1
2381;Filotas;Hamel;1
2383;Hamel;Moser;1
2391;Barta;Platter;1
2384;Boquet;Nagy;1
2385;Boquet;Domingues;1
2386;Domingues;Nagy;1
2387;Boni;Stein;1
2388;Heulot-Petit;Michel;1
2389;Miller;Wood;1
2390;Barta;Miller;1
2412;Ouellet;Turgeon;1
2413;Delâge;Ouellet;1
2414;Létourneau;Turgeon;1
2443;Bartuschat;lacollaborationde MartinaAlbertini;1
2436;Leblanc;Pia-Comella;1
2437;Leblanc;Soulez;1
2438;Pia-Comella;Soulez;1
2439;Bartuschat;Labarthe;1
2440;Labarthe;lacollaborationde MartinaAlbertini;1
2441;Ferrilli;Labarthe;1
2442;Labarthe;Vittoz;1
2444;Bartuschat;Ferrilli;1
2434;Guérin;Pia-Comella;1
2445;Bartuschat;Vittoz;1
2446;Ferrilli;lacollaborationde MartinaAlbertini;1
2447;Vittoz;lacollaborationde MartinaAlbertini;1
2448;Ferrilli;Vittoz;1
2449;Albert-Marchal;Nicolas;1
2450;Montandon;Neiva;1
2451;Payne;Vaughan;1
2435;Guérin;Soulez;1
2433;Guérin;Leblanc;1
2415;Fall;Turgeon;1
2423;Brühlmeier;Mudroch;1
2416;Fall;Létourneau;1
2417;Frédéric;Jaumain;1
2418;Pioffet;lacollaborationd’Andreas Motsch;1
2419;Bosquet;Meitinger;1
2420;Bosquet;Terramorsi;1
2421;Meitinger;Terramorsi;1
2422;Brühlmeier;Holzhey;1
2424;Holzhey;Mudroch;1
2432;Cauville;Zupancic;1
2425;Ehrenberg;Lovell;1
2426;Destrempes;Morency;1
2427;Merkle;Morency;1
2428;Morency;Pâquet;1
2429;Destrempes;Merkle;1
2430;Destrempes;Pâquet;1
2431;Merkle;Pâquet;1
2536;Engler;Müller;1
2537;Real;Stöver-Leiding;1
2538;Fowler;Jackson;1
2539;Real;Stöver-Leidig;1
2640;Gemert;Ottway;1
2641;Gemert;van Dijk;1
2642;Ottway;van Dijk;1
2643;Broomans;vander Meulen;1
2644;Broomans;van Oostrum;1
2645;Broomans;van Dijk;1
2646;van Oostrum;vander Meulen;1
2647;van Dijk;vander Meulen;1
2648;van Dijk;van Oostrum;1
2649;Donato;Maniquis;1
2650;Escalle;Melka;1
2651;Houppermans;Smith;1
2652;Houppermans;van Strien-Chardonneau;1
2653;Smith;van Strien-Chardonneau;1
2654;Cossy;Dijk;1
2655;Dijk;Moser-Verrey;1
2656;Dijk;van Strien-Chardonneau;1
2639;Godwin;al.;1
2638;Cottenet-Hage;Makward;1
2637;Ibeas;Millán;1
2627;Bras;Rousselot;1
2620;Clercq;Lioce;1
2621;Clercq;Swiggers;1
2622;Lioce;Swiggers;1
2623;Balayre;Bras;1
2624;Balayre;Pineau;1
2625;Balayre;Rousselot;1
2626;Bras;Pineau;1
2628;Pineau;Rousselot;1
2636;Heymann;Steinbrügge;1
2629;Bannour;Berthier;1
2630;Carnier;Meijns;1
2631;Emerson;Scott;1
2632;Honig;Mapel;1
2633;Pascalis;Rabreau;1
2634;Arnaud;Jordheim;1
2635;Stevens;van Dijk;1
2657;Cossy;Moser-Verrey;1
2658;Cossy;van Strien-Chardonneau;1
2659;Moser-Verrey;van Strien-Chardonneau;1
2688;Bulgin;Hannaford;1
2681;Behrens;Zelle;1
2682;Atallah;Kunz-Westerhoff;1
2683;Harvey;O’Brien;1
2684;Basker;Ribeiro;1
2685;Bulgin;Nichol;1
2686;Hannaford;Nichol;1
2687;Nichol;Wilson;1
2689;Bulgin;Wilson;1
2679;Horner;Leff;1
2690;Hannaford;Wilson;1
2691;Grosvenor;Serafin;1
2692;Dockray;Laybourn;1
2693;Harrow;Saxton;1
2694;Beaurepaire;Bourdin;1
2695;Beaurepaire;Wolff;1
2696;Bourdin;Wolff;1
2680;Baselis-Bitoun;Kim;1
2678;Poussou;Tallon;1
2660;Horner;Zlosnik;1
2668;Déruelle;Rideau;1
2661;Mézin;Poussou;1
2662;Gentil;Poussou;1
2663;Gentil;Mézin;1
2664;Delouis;Déruelle;1
2665;Delouis;Haugeard;1
2666;Delouis;Rideau;1
2667;Déruelle;Haugeard;1
2669;Haugeard;Rideau;1
2677;Barbiche;Tallon;1
2670;Accarie;al.;1
2671;Gleize;Roussin;1
2672;Máté;Szende;1
2673;Auraix-Jonchière;lacollaborationde MariaBenedettaCollini;1
2674;Popelard;Wall;1
2675;Irvine;Worth;1
2676;Barbiche;Poussou;1
2619;Trousson;Vercruysse;1
2618;Aslangul-Rallo;Zunino;1
2617;Gleckner;Pfau;1
2567;Garapon;Zonza;1
2560;Lilti;Schaub;1
2561;Lilti;Sebastiani;1
2562;Loriga;Schaub;1
2563;Loriga;Sebastiani;1
2564;Schaub;Sebastiani;1
2565;Klauber;Roney;1
2566;Bost;Lauriol;1
2568;Mueller;Pankau;1
2558;Nantke;Schlupkothen;1
2569;Mueller;Ueding;1
2570;Pankau;Ueding;1
2571;Delon;Mélonio;1
2572;Griffin;Moylan;1
2573;Gies;Wall;1
2574;DeJean;Miller;1
2575;Chamarat;Collet;1
2559;Lilti;Loriga;1
2557;Curran;Schwarz;1
2577;Amossy;Orkibi;1
2547;Karp;Schlobach;1
2540;Cooper-Richet;Rapoport;1
2541;Marotin;Saint-Gérand;1
2542;Avanzi;Béguelin;1
2543;Béguelin;Corminbœuf;1
2544;Avanzi;Corminbœuf;1
2545;Baillargeon;Boissinot;1
2546;Eliassen;Fauskevåg;1
2548;Karp;Sokolskajo;1
2556;Miguel;Schwaderer;1
2549;Schlobach;Sokolskajo;1
2550;Luserke;Marx;1
2551;Luserke;Wild;1
2552;Marx;Wild;1
2553;Charnley;Pender;1
2554;Maler;Miguel;1
2555;Maler;Schwaderer;1
2576;Amossy;Mainguenau;1
2578;Biard;Frétigné;1
2616;Piat;Reggiani;1
2607;Penke;Szás;1
2600;Launay;Saupin;1
2601;Fabre;Launay;1
2602;Brugère;Malherbe;1
2603;Holzhey;Rohbeck;1
2604;Artigas-Menant;Couprie;1
2605;Bartha-Kovács;Penke;1
2606;Bartha-Kovács;Szás;1
2608;Freeman;Hemmings;1
2598;Hechtfischer;al.;1
2609;Hemmings;Meakin;1
2610;Freeman;Meakin;1
2611;Badiou-Monferran;Calas;1
2612;Badiou-Monferran;Piat;1
2613;Badiou-Monferran;Reggiani;1
2614;Calas;Piat;1
2615;Calas;Reggiani;1
2599;Fabre;Saupin;1
2597;Engel;Wunder;1
2579;Ducange;Frétigné;1
2587;Maglione;Piccione;1
2580;Barras;Louis-Courvoisier;1
2581;Perona;Vigliano;1
2582;Bizière;Liris;1
2583;Deutsch;Giron-Panel;1
2584;Piccione;Tagliapietra;1
2585;Maglione;Tagliapietra;1
2586;Ghirelli;Tagliapietra;1
2588;Ghirelli;Piccione;1
2596;Bubenik-Bauer;Schalz-Laurenze;1
2589;Ghirelli;Maglione;1
2590;Wetsel;al.;1
2591;Canovas;al.;1
2592;Giordano;Tamburri;1
2593;Higonnet;Templeton;1
2594;Hookoomsing;Issur;1
2595;Charron;Flowers;1
2374;François-Giappiconi;Marchand;1
2373;Dagen;Marchand;1
2372;Dagen;François-Giappiconi;1
2208;Bridet;Zecchini;1
2148;Haefs;Mix;1
2149;Gonthier;Sandrier;1
2150;Ertler;Löschnigg;1
2151;Chatterjee;Hawes;1
2152;Schneider;Vogel;1
2153;Carl;Vogel;1
2154;Carl;Schneider;1
2155;Grunewald;Lüsebrink;1
2156;Grunewald;Marcowitz;1
2157;Grunewald;Puschner;1
2158;Lüsebrink;Marcowitz;1
2159;Lüsebrink;Puschner;1
2160;Marcowitz;Puschner;1
2161;Ertler;Lévrier;1
2162;Ertler;Fischer;1
2163;Fischer;Lévrier;1
2164;D’Aprile;Stockhorst;1
2147;Donato;Häseler;1
2146;Cernuschi;Häseler;1
2145;Cernuschi;Donato;1
2135;Bödeker;Donato;1
2127;Schmeling;Schmitz-Emons;1
1474;Martin;Ory;1
2129;Chartier;Messerli;1
2130;Danlezik-Brüggemann;Reichardt;1
2131;Dülmen;Rauschenbach;1
2132;Berger;Sick;1
2134;Delon;Mondot;1
2136;Bödeker;Reill;1
2144;Candaux;Häseler;1
2137;Donato;Reill;1
2138;Hofmann;Wehrheim;1
2139;Rauschenbach;van Dülmen;1
2140;van Dülmen;von MeinradvonEngelberg;1
2141;Rauschenbach;von MeinradvonEngelberg;1
2142;Candaux;Cernuschi;1
2143;Candaux;Donato;1
2165;Décultot;Lauer;1
2166;Fickert;Lüsebrink;1
2167;Lüsebrink;Weyers;1
2198;Kraft;Müller;1
2191;Buschmann;Müller;1
2192;Drews;Kraft;1
2193;Drews;Kraume;1
2194;Drews;Messling;1
2195;Drews;Müller;1
2196;Kraft;Kraume;1
2197;Kraft;Messling;1
2199;Kraume;Messling;1
2189;Buschmann;Kraume;1
2200;Kraume;Müller;1
2201;Messling;Müller;1
2202;Bizeul;Wodianka;1
2203;Arregui;Mackenthun;1
2204;Arregui;Wodianka;1
2205;Mackenthun;Wodianka;1
2206;Bridet;Garnier;1
2190;Buschmann;Messling;1
2188;Buschmann;Kraft;1
2168;Fickert;Mix;1
2178;Böning;Schmidt;1
2169;Mix;Weyers;1
2170;Fickert;Weyers;1
2171;Baldes;Vingre;1
2174;Ebert;Wodianka;1
2175;Ewert;Greif;1
2176;Dainat;Standke;1
2177;Böning;D’Aprile;1
2179;Böning;Siegert;1
2187;Buschmann;Drews;1
2180;D’Aprile;Schmidt;1
2181;D’Aprile;Siegert;1
2182;Schmidt;Siegert;1
2183;Courtney;Mander;1
2184;Mollier;de FreitasDutra;1
2185;Didier;Zeller;1
2186;Guérout;Jeanneney;1
2126;Greilich;Mollier;1
2125;Klussmann;Mix;1
2124;Tilmans;Vree;1
2073;Bourdin;Tourret;1
2066;Augustyn;Dubost;1
2067;Augustyn;Sasson;1
2068;Dubost;Sasson;1
2069;Bernardelli;Galazzi;1
2070;Racine;Trebitsch;1
2071;Duchêne;Ronzeaud;1
2072;Biard;Tourret;1
2074;Leuwers;Tourret;1
2064;Rohr;Spangler;1
2075;André;Castejón;1
2076;André;Malaprade;1
2077;Castejón;Malaprade;1
2078;Kapil;Sibum;1
2079;Abecassis;Ledegen;1
2081;Goulemot;Magnan;1
2082;Goulemot;Masseau;1
2065;Lochert;Schweitzer;1
2063;Thérenty;Tran;1
2084;Blanckaert;Blondiaux;1
2053;Hersant;Jeannelle;1
2046;Beaumatin;Ribière;1
2047;Lemonnier-Delpy;Viollet;1
2048;Bardet;Cassan;1
2049;Cassan;Ruggiu;1
2050;Coudreuse;Simonet-Tenant;1
2051;Bardet;Mouysset;1
2052;Mouysset;Ruggiu;1
2054;Hersant;Zanone;1
2062;Pascal;Tran;1
2055;Jeannelle;Zanone;1
2056;Baridon;Jonard;1
2057;Ferretti;Roudaut;1
2058;Dupouy;Ferretti;1
2059;Dupouy;Roudaut;1
2060;Biget;Hervé;1
2061;Pascal;Thérenty;1
2083;Magnan;Masseau;1
2085;Blanckaert;Loty;1
2123;Hampsher-Monk;Vree;1
2114;Keilhauer;Lüsebrink;1
2107;Küttler;Rüsen;1
2108;Küttler;Schulin;1
2109;Rüsen;Schulin;1
2110;Abret;Grunewald;1
2111;Assman;Gladigow;1
2112;Bachorski;Röcke;1
2113;Klein;Neumann-Beyer;1
2115;Lüsebrink;Nohr;1
2105;Labrosse;Rétat;1
2116;Keilhauer;Reichardt;1
2117;Nohr;Reichardt;1
2118;Keilhauer;Nohr;1
2119;Chartier;Lüsebrink;1
2120;Bödeker;François;1
2121;Espagne;Greiling;1
2122;Hampsher-Monk;Tilmans;1
2106;Reichardt;Roche;1
2104;Duranton;Labrosse;1
2086;Blanckaert;Renneville;1
2094;Casado;Vazquez;1
2087;Blanckaert;Richard;1
2088;Blondiaux;Loty;1
2089;Blondiaux;Renneville;1
2090;Blondiaux;Richard;1
2091;Loty;Renneville;1
2092;Loty;Richard;1
2093;Renneville;Richard;1
2095;Vazquez;de Diego;1
2103;Brunet;Gagnon;1
2096;Bouchet;Riot-Sarcey;1
2097;Picon;Riot-Sarcey;1
2098;Bouchet;Picon;1
2099;Peureux;Vaillant;1
2100;Imm;Schönert;1
2101;Linder;Schönert;1
2102;Imm;Linder;1
2207;Bridet;Moussa;1
2209;Garnier;Moussa;1
2371;Pico;Uriarte;1
2210;Garnier;Zecchini;1
2314;Espagne;Leclant;1
2315;Leclant;Şeni;1
2316;Iotti;Porcelli;1
2317;Krief;Pascal;1
2318;O’Quinn;Tadié;1
2319;Devillairs;Touboul;1
2320;Frigo;Touboul;1
2321;Devillairs;Frigo;1
2322;Kanceff;Rampone;1
2323;Falcão;Nascimiento;1
2324;Falcão;Leal;1
2325;Leal;Nascimiento;1
2326;Choné;Moureau;1
2327;Choné;Quettier;1
2328;Choné;Varnier;1
2329;Moureau;Quettier;1
2330;Moureau;Varnier;1
2313;Espagne;Şeni;1
2312;Chuvin;Leclant;1
2311;Chuvin;Şeni;1
2300;München;Reichardt;1
2293;Dubel;Rabau;1
2294;Cormier;Francœur;1
2295;Boivin;Lüsebrink;1
2296;Boivin;Walter;1
2297;Lüsebrink;Walter;1
2298;Bouffartigue;Mélonio;1
2299;Leonhard;Reichardt;1
2301;Leonhard;Lüsebrink;1
2310;Chuvin;Espagne;1
2302;Lüsebrink;München;1
2303;Leonhard;München;1
2304;Strien-Chardonneau;van Dijk;1
2306;Nordholt;Smith;1
2307;Basch;Espagne;1
2308;Basch;Şeni;1
2309;Basch;Leclant;1
2331;Quettier;Varnier;1
2332;Fontius;Mondot;1
2333;Fouché;Péchoin;1
2362;Klein;Mass;1
2355;Collins;Watts;1
2356;Howe;Watts;1
2357;Collins;Howe;1
2358;Elduayen;Tobar;1
2359;Fernandez;Leal;1
2360;Benito;Leal;1
2361;Benito;Fernandez;1
2363;Klein;Ritte;1
2353;Collins;Cropp;1
2364;Mass;Ritte;1
2365;Knopper;Ruiz;1
2366;Curell;Oliver;1
2367;Oliver;Uriarte;1
2368;Oliver;Pico;1
2369;Curell;Uriarte;1
2370;Curell;Pico;1
2354;Cropp;Howe;1
2352;Cropp;Watts;1
2334;Fouché;Schuwer;1
2342;Carile;Santangelo;1
2335;Fouché;al.;1
2336;Péchoin;Schuwer;1
2337;Péchoin;al.;1
2338;Schuwer;al.;1
2339;Figuerola;Parra;1
2340;Carile;Mandonia;1
2341;Carile;Restuccia;1
2343;Mandonia;Restuccia;1
2351;Leggeri;Zimolo;1
2344;Mandonia;Santangelo;1
2345;Restuccia;Santangelo;1
2346;Graziani;Vergé-Franceschi;1
2347;Martinez-Raposo;Vella;1
2348;Basch;Guyaux;1
2349;Basch;Salmon;1
2350;Guyaux;Salmon;1
2292;Bernard-Griffiths;Francalanza;1
2291;Auraix-Jonchière;Francalanza;1
2290;Auraix-Jonchière;Bernard-Griffiths;1
2238;Gabaude;Maleval;1
2231;Gilain;lacollaborationde ClaireBustarret;1
2232;Chassagne;Gilain;1
2233;Brizay;Sarrazin;1
2234;Brancher;Burg;1
2235;Berjola;Brancher;1
2236;Berjola;Burg;1
2237;Maleval;Picker;1
2239;Gabaude;Picker;1
2229;Gilain;Rieucau;1
2240;Motte;Prince;1
2241;Allard;Knee;1
2242;Servet;Servet-Prat;1
2243;Marcandier;Tamine;1
2244;Tamine;Vivés;1
2245;Marcandier;Vivés;1
2246;Altini;Cavarra;1
2230;Chassagne;lacollaborationde ClaireBustarret;1
2228;Chassagne;Rieucau;1
2248;Cavarra;Cerro;1
2218;Burschel;Wesche;1
2211;Moussa;Zecchini;1
2212;Büschges;Rinke;1
2213;Göschl;Völkl;1
2214;Espagne;Middell;1
2215;Holmberg;Simonsen;1
2216;Burschel;Toepfer;1
2217;Toepfer;Wesche;1
2219;Hofmann;Messling;1
2227;Rieucau;lacollaborationde ClaireBustarret;1
2220;McLeod;Weisberger;1
2221;Morris;Weisberger;1
2222;McLeod;Morris;1
2223;Bléchet;lacollaborationde Marie-OdileGermain;1
2224;Legrand;Picciola;1
2225;Leroy;Schifano;1
2226;Berranger;Boucharenc;1
2247;Altini;Cerro;1
2249;Bessière;Philippe;1
2289;Arino;Marc;1
2280;Mehl;Trottmann;1
2271;Howard;Stade;1
2273;Bragança;Wilson;1
2275;Bost;de Robert;1
2276;Klucinskas;Vallée;1
2277;Dupuis;Vallée;1
2278;Dupuis;Klucinskas;1
2279;Lucken;Rigoli;1
2281;Salaün;Vandendorpe;1
2269;Charon;Parinet;1
2282;Génetiot;Venner;1
2283;O’Dea;Whelan;1
2284;Ghassemi;Lotfinia;1
2285;Hayek;Lotfinia;1
2286;Ghassemi;Hayek;1
2287;Andrianjafitrimo-Magdelaine;Arino;1
2288;Andrianjafitrimo-Magdelaine;Marc;1
2270;Davis;Farge;1
2268;Pironon;Wagner;1
2250;Espagne;Michael;1
2258;Chassaigne;Mao;1
2251;Heyraud;Martinez;1
2252;Gevrey;Lévrier;1
2253;Gevrey;Teyssandier;1
2254;Lévrier;Teyssandier;1
2255;Deneys-Tunney;Zarka;1
2256;Brot;Fauvergue;1
2257;Chassaigne;Lastécouères;1
2259;Lastécouères;Mao;1
2267;Coelsch-Foisner;Klein;1
2260;Chapleau;Chassay;1
2261;Martineau;Mougeon;1
2262;Martineau;Nadasdi;1
2263;Martineau;Tremblay;1
2264;Mougeon;Nadasdi;1
2265;Mougeon;Tremblay;1
2266;Nadasdi;Tremblay;1
1475;Capdevila;Cassagnes;1
1349;Dagen;Rueff;1
1473;Goetschel;Ory;1
532;Brasart;Pujol;1
521;Bernardi;Charrak;1
522;Bernardi;Guénard;1
523;Charrak;Guénard;1
527;Boulad-Ayoub;Schulte-Tenckhoff;1
528;Boulad-Ayoub;Vernes;1
529;Schulte-Tenckhoff;Vernes;1
531;Brasart;Parent;1
533;Parent;Pujol;1
495;Garapon;de Weerdt-Pilorge;1
534;Vassilopoulou;Whistler;1
535;Andréani;Michel;1
536;Andréani;Pélaquier;1
537;Michel;Pélaquier;1
538;Aznar;Hanotin;1
539;Aznar;May;1
540;Hanotin;May;1
520;Bachofen;Guénard;1
519;Bachofen;Charrak;1
517;Porret;Salvi;1
515;Delia;Zygel-Basso;1
500;Dion;Ouellet;1
501;Dion;Plante;1
502;Ouellet;Plante;1
503;Hüning;Tuschling;1
504;Asbach;Malettke;1
505;Asbach;Externbrink;1
506;Externbrink;Malettke;1
507;Gallingani;Tagliani;1
508;Chrościcki;Hengerer;1
509;Chrościcki;Sabatier;1
510;Hengerer;Sabatier;1
511;Pioffet;Spica;1
512;Bickerton;Proud;1
513;Astbury;Plagnol-Diéval;1
514;Astbury;Seth;1
541;Charrak;Salem;1
542;Habib;Manent;1
543;Bellet;Solal;1
570;Blaise;Oddo;1
576;Coleman;Kowalik;1
577;Kowalik;Lewis;1
578;Gillespie;Hardie;1
580;Bret;Chappey;1
581;Aron;Basch;1
582;Aron;Couvreur;1
583;Aron;Marx;1
584;Aron;der Schueren;1
585;Aron;van Crugten-André;1
586;Basch;Couvreur;1
587;Basch;Marx;1
588;Basch;der Schueren;1
589;Basch;van Crugten-André;1
590;Couvreur;Marx;1
591;Couvreur;der Schueren;1
575;Coleman;Lewis;1
569;Fennetaux;Oddo;1
544;Messina;Ramacciotti;1
568;Blaise;Fennetaux;1
546;Bernard;al.;1
547;Habib;Mouchard;1
548;Darnton;Duhamel;1
552;Morrissey;Roger;1
553;Bret;Tiggelen;1
556;Bar-Levav;Stuczynski;1
557;Bar-Levav;Heyd;1
558;Heyd;Stuczynski;1
561;Bahier-Porte;Schweitzer;1
562;Barbafieri;Vialleton;1
563;Dhraïef;Negrel;1
564;Dhraïef;Ruimi;1
565;Negrel;Ruimi;1
566;Roulin;Saminadayar-Perrin;1
567;Beaurepaire;Hermant;1
499;Alexandre;Roe;1
493;Arnoul;Ruggiu;1
1472;Goetschel;Martin;1
434;Soula;Vivas;1
422;Andurand;Pialoux;1
423;Burkardt;Grévy;1
424;Karp;Wolff;1
428;Durand;Sindaco;1
429;Charageat;Ribémont;1
431;Charageat;Vivas;1
433;Ribémont;Vivas;1
435;Delon;Farrugia;1
492;Arnoul;Bardet;1
436;Coulet;Ehrard;1
437;Coulet;Rubellin;1
438;Ehrard;Rubellin;1
439;Couvreur;Preyat;1
440;Cessac;Preyat;1
441;Cessac;Couvreur;1
442;Borello;Regina;1
421;Geltner;Vitória;1
420;Geltner;Kroeze;1
419;Kroeze;Vitória;1
418;Leuwers;Simien;1
400;Bernier;Luneau;1
401;Bernier;Rajotte;1
402;Luneau;Rajotte;1
403;Obszyński;Sawicka;1
404;Revill;Wrigley;1
408;Lüsebrink;Sorel;1
409;Mix;Mollier;1
410;Mix;Sorel;1
411;Mollier;Sorel;1
412;Antoine;Biard;1
413;Antoine;Bourdin;1
414;Antoine;Leuwers;1
415;Antoine;Simien;1
416;Biard;Simien;1
417;Bourdin;Simien;1
443;Borello;Vickermann-Ribémont;1
444;Regina;Vickermann-Ribémont;1
451;Antoine;Bernard;1
473;Brucker;Meier;1
475;Marec;Poisat;1
476;Antoine-Mahut;Boulad-Ayoub;1
477;Antoine-Mahut;Torero-Ibad;1
478;Boulad-Ayoub;Torero-Ibad;1
479;Almaric;Suau;1
480;Olivier;Suau;1
481;Almaric;Olivier;1
482;Chelebourg;Martens;1
483;Chelebourg;Watthee-Delmotte;1
484;Martens;Watthee-Delmotte;1
485;Brodziak;Catellin;1
486;Armand;Meure;1
489;Fink;Stenger;1
490;Bahier-Porte;Reguig;1
491;Viennot;lacollaborationde NicolePellegrin;1
474;Coignard;Spector;1
472;Arciszewska;McKellar;1
452;Antoine;Galand;1
470;Pouget;Signoli;1
453;Antoine;Heirwegh;1
454;Bernard;Galand;1
455;Bernard;Heirwegh;1
456;Galand;Heirwegh;1
457;Candaux;Deuber-Pauli;1
458;Guion;Seguin;1
459;Guion;Menant;1
460;Guion;Sellier;1
461;Menant;Seguin;1
462;Seguin;Sellier;1
463;Menant;Sellier;1
466;Arnould;Steinberg;1
467;Magnot-Ogilvy;Valls-Russell;1
468;Bruyère-Ostells;Pouget;1
469;Bruyère-Ostells;Signoli;1
592;Couvreur;van Crugten-André;1
593;Marx;der Schueren;1
594;Marx;van Crugten-André;1
729;Kimber;Lewis;1
717;Delaurenti;Roux;1
723;Baillaud;de Gramont;1
724;Baillaud;Hüe;1
725;Hüe;de Gramont;1
726;Bolton;Kimber;1
727;Bolton;Lewis;1
728;Bolton;Seabrook;1
730;Kimber;Seabrook;1
595;der Schueren;van Crugten-André;1
731;Lewis;Seabrook;1
733;Berchtold;Séité;1
734;Winter-Froemel;Zirker;1
735;Lignereux;Rousteau-Chambon;1
736;Beaucé;Dubouilh;1
737;Beaucé;Triolaire;1
738;Dubouilh;Triolaire;1
716;Hindy-Champion;Louyot;1
715;Denoyelle;Louyot;1
714;Denoyelle;Hindy-Champion;1
713;Louyot;Royo;1
686;Baudin;Bernard-Griffiths;1
687;Baudin;Croisille;1
688;Baudin;Gretchanaïa;1
689;Bernard-Griffiths;Croisille;1
690;Bernard-Griffiths;Gretchanaïa;1
691;Croisille;Gretchanaïa;1
694;Bercegol;Glaudes;1
704;Esmein-Sarrazin;Haroche-Bouzinac;1
705;Esmein-Sarrazin;Rideau;1
706;Esmein-Sarrazin;Vickermann-Ribémont;1
707;Haroche-Bouzinac;Rideau;1
708;Haroche-Bouzinac;Vickermann-Ribémont;1
709;Rideau;Vickermann-Ribémont;1
711;Denoyelle;Royo;1
712;Hindy-Champion;Royo;1
739;Legrand;le Blanc;1
740;Schang-Norbelly;le Blanc;1
741;Legrand;Schang-Norbelly;1
760;Bouneau;Figeac;1
763;Bret;Escande;1
764;Becker;Leplatre;1
765;Biskup;Marschke;1
766;Biskup;Pečar;1
767;Biskup;Tricoire;1
768;Marschke;Pečar;1
769;Marschke;Tricoire;1
770;Pečar;Tricoire;1
771;Duflos;Ruiz;1
772;Alexandre;Cammagre;1
773;Alexandre;Huet-Brichard;1
774;Cammagre;Huet-Brichard;1
775;Chopelin;Édouard;1
776;Fripp;Gorse;1
777;Fripp;Manceau;1
762;Cossic-Péricarpin;Jones;1
759;Jambon;Ville;1
742;Beauchamp;Plana;1
758;Grenet;Ville;1
743;Jomand-Baudry;Nuel;1
744;Pavy-Guilbert;Pujol;1
745;Lasowski;Pavy-Guilbert;1
746;Lasowski;Pujol;1
747;Devauges;Masseau;1
748;Milliot;Minard;1
749;Milliot;Porret;1
750;Minard;Porret;1
751;Beaurepaire;Loiselle;1
752;Beaurepaire;Mercier;1
753;Beaurepaire;Zarcone;1
754;Loiselle;Mercier;1
755;Loiselle;Zarcone;1
756;Mercier;Zarcone;1
757;Grenet;Jambon;1
685;Duché;Jeay;1
684;Daussy;Léchot;1
683;Benedict;Léchot;1
614;Reichel;lacollaborationde LouisvanDelft;1
625;Duperron;Jouves-Hann;1
626;Duperron;Métraux;1
627;Duperron;Paulin;1
628;Duperron;Poulain;1
629;Jouves-Hann;Métraux;1
630;Jouves-Hann;Paulin;1
631;Jouves-Hann;Poulain;1
632;Métraux;Paulin;1
633;Métraux;Poulain;1
634;Paulin;Poulain;1
635;Ganofsky;Perras;1
