;coeditor1;coeditor2;count
636;Paschoud;Pépin;1
637;Bardout;Carraud;1
638;Citton;Dumasy;1
639;Nisbet;Rawson;1
615;Kaiser;Reichel;1
613;Kaiser;lacollaborationde LouisvanDelft;1
641;Fonkoua;Reverzy;1
612;Krauß;Reichel;1
596;Balcou;Barthélemy;1
597;Balcou;Cariou;1
598;Barthélemy;Cariou;1
600;Augeron;Havard;1
601;Fontius;Holzhey;1
602;Belleguic;Vasak;1
603;Banks;Johnson;1
604;Borgne;Bourdin;1
605;Corbin;Courtine;1
606;Corbin;Vigarello;1
607;Courtine;Vigarello;1
608;Bordas;Roulin;1
609;Bubenicek;Foronda;1
610;Krauß;lacollaborationde LouisvanDelft;1
611;Kaiser;Krauß;1
640;Gély;McIntosh-Varjabédian;1
642;Hartmann;Reverzy;1
682;Benedict;Daussy;1
662;Bouvier;Brunat;1
664;Brunat;Kohlhauer;1
665;Borgne;Parsis-Barubé;1
666;Borgne;Vuillemin;1
667;Parsis-Barubé;Vuillemin;1
668;Beaurepaire;Pourchasse;1
670;Charon;Juratic;1
671;Charon;Pantin;1
672;Juratic;Pantin;1
675;Campagna;Delia;1
676;Campagna;Garnot;1
677;Delia;Garnot;1
678;Bastien;Deruelle;1
679;Bastien;Roy;1
680;Deruelle;Roy;1
681;Brandli;Cicchini;1
663;Brunat;Clerc;1
661;Barthélémy;Brunat;1
643;Fonkoua;Hartmann;1
660;Berton-Charrière;Vénuat;1
644;Baridon;Desbuissons;1
645;Baridon;Hardy;1
646;Desbuissons;Hardy;1
647;Moncond’huy;Noudelmann;1
648;Bertrand;Cayuela;1
649;Bertrand;Vento;1
650;Bertrand;Mouren;1
651;Cayuela;Vento;1
652;Cayuela;Mouren;1
653;Mouren;Vento;1
655;Godicheau;Grenet;1
656;Barroux;Pépin;1
657;Lecointre;Pépin;1
658;Douzou;Greiner;1
659;Porret;Volpilhac-Auger;1
399;Bernd;Harel;1
398;Chassay;Gervais;1
397;Brunet;Lanthier;1
140;Delon;Marchand;1
133;Denieul;Sultan-Villet;1
134;Bernard;Guri;1
135;Kremer;Peeters;1
136;Kremer;Vanacker;1
137;Peeters;Vanacker;1
138;Bret-Vitoz;Delon;1
139;Bret-Vitoz;Marchand;1
141;Deruelle;Dosquet;1
213;Pourchasse;de Mathan;1
142;Deruelle;Vo-Ha;1
143;Dosquet;Vo-Ha;1
144;Brown;Kölving;1
145;Cagnat-Deboeuf;Plazenet;1
146;Cagnat-Deboeuf;Régent-Susini;1
147;Plazenet;Régent-Susini;1
148;Belleguic;Turcot;1
132;Bréban;Sultan-Villet;1
131;Bréban;Denieul;1
130;Gris;Igalens;1
129;Duperray;Poinas;1
104;Andurand;Deniel-Ternant;1
105;Andurand;Galland;1
106;Andurand;Guittienne-Mürger;1
107;Deniel-Ternant;Galland;1
108;Deniel-Ternant;Guittienne-Mürger;1
109;Galland;Guittienne-Mürger;1
110;Donato;Saada;1
111;Igalens;Leborgne;1
112;Lozat;Petrella;1
113;Chapron;Pugnière;1
114;Ponzetto;Ruimi;1
125;Aubert;Provost;1
126;Musso;Penel;1
127;Debrosse;Martin;1
128;Ferlampin-Acher;Pomel;1
155;Alimento;Goggi;1
156;Cabanel;Zuber;1
157;Liogier;Zuber;1
184;Goffi;Roukhomovsky;1
186;Roukhomovsky;Roux;1
187;Bertrand;Saiello;1
188;Cavallin;Mazaré;1
189;Vallenthini;Vincent;1
190;Godel;Vallenthini;1
191;Godel;Vincent;1
192;Berchtold;Habib;1
203;Droixhe;Lemaire;1
204;Martin;lacollaborationde Jean-ChristopheAbramovici;1
205;Martin;Rosellini;1
207;Rosellini;lacollaborationde Jean-ChristopheAbramovici;1
208;Séité;lacollaborationde Jean-ChristopheAbramovici;1
209;Rosellini;Séité;1
210;Csergo;Desbuissons;1
211;Antoine-Mahut;Zékia;1
185;Goffi;Roux;1
183;Gaillard;Roux;1
158;Cabanel;Liogier;1
182;Gaillard;Roukhomovsky;1
159;Biard;Gainot;1
160;Biard;Pasteur;1
162;Gainot;Pasteur;1
163;Gainot;Serna;1
164;Pasteur;Serna;1
168;Bourdin;Serna;1
169;Leuwers;Serna;1
170;Gaullier-Bougassas;Tropé;1
171;Macé;Poulouin;1
172;Leclerc;Macé;1
173;Leclerc;Poulouin;1
174;Hersant;Jomand-Baudry;1
178;Borgne;Platelle;1
180;Abramovici;Barbafieri;1
181;Gaillard;Goffi;1
103;Courouau;Luciani;1
102;Lefèvre;Muzerelle;1
100;Dutray-Lecoin;Lefèvre;1
29;Rosset;lacollaborationde KrisPeeters;1
33;Grapa;Jacques-Lefèvre;1
34;Grapa;Séité;1
35;Grapa;Trevisan;1
36;Jacques-Lefèvre;Séité;1
37;Jacques-Lefèvre;Trevisan;1
38;Séité;Trevisan;1
39;Jomand-Baudry;Perrin;1
46;Luciani;Volpilhac-Auger;1
47;Charon;Claerr;1
48;Charon;Moureau;1
49;Claerr;Moureau;1
50;Perrin;Stewart;1
51;Herman;Kozul;1
52;Kozul;Pelckmans;1
53;Kozul;lacollaborationde KrisPeeters;1
32;Andrès;Bernier;1
23;Popovic;Vigneault;1
55;Bossi;Greppi;1
21;Houdard;Jacques-Chaquin;1
3;Ichikawa;Nakagawa;1
4;Nakagawa;Sumi;1
5;Nakagawa;Okami;1
6;Ichikawa;Sumi;1
7;Ichikawa;Okami;1
8;Okami;Sumi;1
9;Barbier;Juratic;1
11;Juratic;Varry;1
12;Becq;Porset;1
13;Becq;Mothu;1
14;Mothu;Porset;1
15;Cragg;lacollaborationde RosenaDavison;1
17;Linon-Chipon;Magri-Mourgues;1
18;Linon-Chipon;Moussa;1
19;Magri-Mourgues;Moussa;1
54;Poussou;Vergé-Franceschi;1
56;Blanckaert;Porret;1
99;Audegean;Delia;1
79;Pelckmans;Sermain;1
81;Magnot-Ogilvy;Poirson;1
82;Ferreyrolles;Versini;1
84;Landié;Papin;1
85;Landié;Sebbah;1
86;Papin;Sebbah;1
87;Beaucé;Rubellin;1
88;Gilain;Guilbaud;1
89;Bernier;Swiderski;1
90;Cottret;Guittienne-Murger;1
91;Ramos;Sáez;1
93;Sáez;Tonda;1
94;Gavoty;Sandrier;1
95;Berchtold;Frantz;1
96;Carbone;Prete;1
97;Fabbianelli;Goubet;1
80;Goubier;Lojkine;1
78;Omacini;Sermain;1
57;Blanckaert;lacollaborationde FabriceBrandli;1
77;Omacini;Pelckmans;1
58;Porret;lacollaborationde FabriceBrandli;1
59;Defrance;Perrin;1
60;Delon;Goulemot;1
61;Cammagre;Talon-Hugon;1
63;Massé;Swiderski;1
64;Rubellin;Swiderski;1
65;Massé;Rubellin;1
66;Bahier-Porte;Jomand-Baudry;1
67;D’Hainaut-Zveny;Marx;1
71;Escola;Herman;1
72;Escola;Omacini;1
73;Escola;Pelckmans;1
74;Escola;Sermain;1
75;Herman;Omacini;1
76;Herman;Sermain;1
212;Gevrey;Menant;1
214;Jarnoux;de Mathan;1
396;Martel;Melançon;1
333;Frantz;Santis;1
325;Porret;lacollaborationde VincentMilliot;1
326;Alfani;Gourdon;1
327;Alfani;Robin;1
328;Gourdon;Robin;1
329;Alexandre-Bergues;Guérin;1
330;Nabonnand;Rollet;1
332;Fazio;Santis;1
334;Mommer;Rollin;1
215;Jarnoux;Pourchasse;1
335;Gray;Rollin;1
336;Gray;Mommer;1
337;Edelstein;Edmondson;1
338;Audegean;Vento;1
339;Audegean;Musitelli;1
340;Audegean;Tabet;1
341;Musitelli;Vento;1
324;Denis;Porret;1
323;Denis;lacollaborationde VincentMilliot;1
321;Cicchini;lacollaborationde VincentMilliot;1
320;Cicchini;Denis;1
304;Bournonville;Faulot;1
305;Bournonville;Pelvilain;1
306;Duflo;Faulot;1
307;Duflo;Pelvilain;1
308;Faulot;Pelvilain;1
309;Albertan-Coppola;Langbour;1
310;Delia;Groult;1
311;Groult;lacollaborationde ClaireFauvergue;1
312;Delia;lacollaborationde ClaireFauvergue;1
313;Hours;Meyer;1
314;Hours;Milbach;1
315;Meyer;Milbach;1
316;Dagen;Roger;1
317;Chouillet;Crépel;1
318;Pavy-Guilbert;Poulet;1
342;Tabet;Vento;1
343;Musitelli;Tabet;1
344;Bkhairia;Lacoste;1
373;Croft;Gevrey;1
375;Kloocke;lacollaborationde SimoneBalayé;1
376;Amossy;Delon;1
378;Anastacio;Neiva;1
379;Anastacio;Santos;1
380;Neiva;Santos;1
381;Coudreuse;Seth;1
382;Cussac;Deneys-Tunney;1
383;Cussac;Seth;1
384;Deneys-Tunney;Seth;1
386;Hodacs;Nyberg;1
387;Hodacs;van Damme;1
388;Nyberg;van Damme;1
389;André;Bernard;1
391;Hayward;Whitfield;1
395;Gaulin;Vaillancourt;1
374;Santis;Thibaut;1
372;Rousse;Vennetier;1
345;Bkhairia;Lévêque;1
371;Amadieu;Icard;1
346;Lacoste;Lévêque;1
347;Cappelletti;Moretti;1
348;Martinez;Moretti;1
349;Cappelletti;Martinez;1
350;Billaud;Laperrière;1
351;Baron;Fajen;1
352;Gantet;Zedelmaier;1
353;Frazão;de Almeida;1
354;Morais;de Almeida;1
355;Frazão;Morais;1
356;Carvais;Glineur;1
360;Bérubé;Silver;1
367;Lojkine;Paschoud;1
368;Castioni;Lojkine;1
369;Castioni;Paschoud;1
301;Buffat;Chartier;1
300;Benrekassa;Chartier;1
299;Benrekassa;Buffat;1
239;Vázquez;de Diego;1
241;Bruña;Caballos;1
242;Bruña;Illanes;1
243;Bruña;Ramírez;1
244;Bruña;Raventós;1
245;Caballos;Illanes;1
246;Caballos;Ramírez;1
247;Caballos;Raventós;1
248;Illanes;Ramírez;1
249;Illanes;Raventós;1
250;Ramírez;Raventós;1
251;Lafarga;Méndez;1
252;Lafarga;Saura;1
253;Méndez;Saura;1
254;Desprès;Ramos;1
255;Bango;Niembro;1
240;Cascante;Heras;1
238;Casado;Vázquez;1
257;Niembro;Álvarez;1
236;Romero;al.;1
216;Knabe;Mortier;1
217;Knabe;Moureau;1
218;Mortier;Moureau;1
219;André;Couvreur;1
220;Despierres;Krazem;1
222;Cronk;Ferrand;1
223;Courcelle;Kölving;1
226;Citton;Perrin;1
227;Bartolomei;Calafat;1
228;Bartolomei;Grenet;1
229;Bartolomei;Ulbert;1
230;Calafat;Grenet;1
231;Calafat;Ulbert;1
232;Grenet;Ulbert;1
234;Leca-Tsiomis;Thomson;1
256;Bango;Álvarez;1
260;Lafarga;Tonda;1
298;Chouillet;Coppola;1
279;Martinez;Vallés;1
281;Alarcón;Rodríguez;1
282;Castaños;Rodríguez;1
283;Rodríguez;Silvestre;1
284;Alarcón;M.L.;1
285;Castaños;M.L.;1
286;M.L.;Silvestre;1
287;Alarcón;Castaños;1
288;Alarcón;Silvestre;1
289;Castaños;Silvestre;1
290;Ferrier;de Peretti;1
292;Gallouët;Schutter;1
293;Akkeran;Stuurman;1
294;Gvozdeva;Stroev;1
295;Gvozdeva;lacollaborationde LouiseMillon;1
296;Stroev;lacollaborationde LouiseMillon;1
280;M.L.;Rodríguez;1
278;Santiago;Vallés;1
261;Lafarga;Ramos;1
277;Martinez;Santiago;1
262;Campillo;López;1
263;Raposo;Robles;1
264;García;Zapatero;1
265;Desvaux;Llecha-Llop;1
266;Castanyer;Desvaux;1
267;Castanyer;Llecha-Llop;1
268;Muela;Yllera;1
269;Boixareu;Juan-Oliva;1
270;Boixareu;Romera-Pintor;1
271;Juan-Oliva;Romera-Pintor;1
272;Rosano;Sánchez;1
273;Franco;Herrero;1
274;Cazevieille;Santiago;1
275;Cazevieille;Martinez;1
276;Cazevieille;Vallés;1
778;Fripp;Struckmeyer;1
779;Gorse;Manceau;1
780;Gorse;Struckmeyer;1
1254;Berthoud-Papandropoulou;Thommsen;1
1247;Maier-Schaeffer;Vaissié;1
1248;Page;Vaissié;1
1249;Brunel;Vitiello;1
1250;Thouret;Wajeman;1
1251;Berthoud-Papandropoulou;Quiroz;1
1252;Quiroz;Thommsen;1
1253;Quiroz;Vogel;1
1255;Berthoud-Papandropoulou;Vogel;1
1308;Marchetti;Sorge;1
1256;Thommsen;Vogel;1
1257;Gröne;von Kulessa;1
1262;Mortier;Trousson;1
1264;Richard;Stenger;1
1265;Hopes;Smyth;1
1266;Cossic-Péricarpin;Dachez;1
1267;Caucanas;Cazals;1
1246;Maier-Schaeffer;Page;1
1245;Desroches;Turnovsky;1
1244;Brewer;Lambert;1
1243;Halen;Spica;1
1227;Jeannesson;Schnakenbourg;1
1228;Jesné;Schnakenbourg;1
1229;Besson;Synowiecki;1
1231;Pollmann;te Velde;1
1232;Brot;Viselli;1
1233;Berchtold;Vasak;1
1234;Ladurie;Vasak;1
1235;Sermain;Vasak;1
1236;Candaux;Jakubec;1
1237;Jakubec;lacollaborationd’Anne-Lise Delacrétaz;1
1238;Candaux;lacollaborationd’Anne-Lise Delacrétaz;1
1239;Brouard-Arends;Plagnol-Diéval;1
1240;Vuillemin;Wien;1
1241;Halen;Nauroy;1
1242;Nauroy;Spica;1
1268;Caucanas;Vovelle;1
1269;Cazals;Vovelle;1
1270;Alsvik;Hosar;1
1290;Barthélémy;Couroucli;1
1292;Mao;Meyzie;1
1293;Gilby;Haustein;1
1294;Bodiou;Chauvaud;1
1295;Bodiou;Soria;1
1296;Chauvaud;Soria;1
1297;Bordes;Carmona;1
1298;Bordes;Léger;1
1299;Bordes;Mougin;1
1300;Bordes;Porte;1
1301;Carmona;Léger;1
1302;Carmona;Mougin;1
1303;Carmona;Porte;1
1304;Léger;Mougin;1
1305;Léger;Porte;1
1306;Mougin;Porte;1
1291;Harder;Heuer;1
1289;Michon;Rolland-Boulestreau;1
1271;Alsvik;Wiig;1
1288;Signoli;al.;1
1272;Hosar;Wiig;1
1274;Miglioli;Ouellet;1
1275;Buti;Carol;1
1276;Burkardt;Cousseau;1
1277;Burkardt;Roger;1
1278;Emden;Keen;1
1279;Emden;Midgley;1
1280;Keen;Midgley;1
1281;Lamy;Vabre;1
1282;Bastien;Macdonald;1
1283;Bury;Meiner;1
1284;Caulier;Courtois;1
1285;Bustarret;lacollaborationd’Emmanuellede Champs;1
1286;Bustarret;Rieucau;1
1287;Rieucau;lacollaborationd’Emmanuellede Champs;1
1226;Jeannesson;Jesné;1
1225;Poirrier;Tillier;1
1224;Pouzoulet;Vaillant;1
1161;Filippi;Harvey;1
1163;Harvey;Marchand;1
1164;Glaudes;Louette;1
1165;Bach;Desné;1
1166;Bach;Haßler;1
1167;Desné;Haßler;1
1168;Kirschleger;Poulet;1
1169;Hanegraaff;lacollaborationd’Antoine Faivre;1
1170;Hanegraaff;vanden Broek;1
1171;Brach;Hanegraaff;1
1172;lacollaborationd’Antoine Faivre;vanden Broek;1
1173;Brach;lacollaborationd’Antoine Faivre;1
1174;Brach;vanden Broek;1
1175;Bourguinat;Reverzy;1
1176;Bourillon;Jaquand;1
1177;Hassler;Motta;1
1162;Filippi;Marchand;1
1160;Bottini;Simonetta;1
1179;Boutier;Rouchon;1
1159;Bottini;Toto;1
1144;Farrugia;Loubier;1
1145;Farrugia;Parmentier;1
1146;Loubier;Parmentier;1
1147;Cadilhon;Mondot;1
1148;Cadilhon;Verger;1
1149;Mondot;Verger;1
1150;Curatolo;Poirier;1
1151;Chométy;Rosellini;1
1152;Niort;Régent;1
1153;Régent;Serna;1
1154;Niort;Serna;1
1155;Mariette-Clot;Zanone;1
1156;Bourdin;Chappey;1
1157;Dion;Mercier;1
1158;Simonetta;Toto;1
1178;Boutier;Landi;1
1180;Landi;Rouchon;1
1223;Planté;Vaillant;1
1201;Briegel;Farré;1
1205;Leiner;Ronzeaud;1
1207;Ansart;Haroche;1
1208;Frantz;Wynn;1
1209;Lecercle;Marchand;1
1210;Lecercle;Schweitzer;1
1211;Marchand;Schweitzer;1
1212;Naugrette;Robardey-Eppstein;1
1213;Brétéché;Hermant;1
1215;Gauvard;Robert;1
1216;Brian;Simiz;1
1217;McDonald;Suleiman;1
1218;Delègue;Fraisse;1
1220;Lefrère;Wagneur;1
1221;Pierssens;Wagneur;1
1222;Planté;Pouzoulet;1
1202;Cottret;Galland;1
1200;Cerutti;Porret;1
1181;Bioy;Eymeri-Douzans;1
1199;Cerutti;Fayet;1
1182;Eymeri-Douzans;Mouton;1
1183;Bioy;Mouton;1
1185;Boris;Bove;1
1186;Bove;Salamagne;1
1187;Bove;zum Kolk;1
1188;Boris;Salamagne;1
1189;Boris;zum Kolk;1
1190;Salamagne;zum Kolk;1
1191;Bowie;Jiméno;1
1192;Bourillon;Jiméno;1
1193;Bourillon;Bowie;1
1194;Crignon;Miqueu;1
1195;Hutin;Siess;1
1196;Douay;Sermain;1
1197;Merle;Zaragozá;1
1307;Marchetti;Rignani;1
1309;Rignani;Sorge;1
1142;Bouchet;Simien;1
1423;Kearns;Vaisse;1
1415;Charle;Mix;1
1416;Langlois;Narbonne;1
1417;Bove;Duflo;1
1418;Cook;Jourdan;1
1419;Salaün;Taïeb;1
1420;Deffis;de Luna;1
1421;Decron;Pouilloux;1
1424;Chopelin;Martine;1
1310;Clarence-Smith;Topik;1
1425;Giorgio;Laurent;1
1426;Borgne;Giorgio;1
1427;Borgne;Laurent;1
1428;Bohnert;Gevrey;1
1429;Martin;Suire;1
1430;Chantin;Martin;1
1431;Kamps;Singh;1
1414;Charle;Lüsebrink;1
1413;Nédelec;Tranié;1
1412;Grande;Tranié;1
1411;Grande;Nédelec;1
1394;Lemonnier-Delpy;Pasteur;1
1395;Gianico;lacollaborationde MichelFaure;1
1396;Denis;Marcoin;1
1398;Chaageat;Ribémont;1
1399;Chaageat;Soula;1
1400;Forment;Pocquet;1
1401;Forment;Stambul;1
1402;Pocquet;Stambul;1
1403;Ribard;Schapira;1
1404;Deluermoz;Glinoer;1
1406;Fortin;vander Schueren;1
1407;Charbonneau;Tsimbidy;1
1408;Closson;Grande;1
1409;Closson;Nédelec;1
1410;Closson;Tranié;1
1432;Chaouachi;Montandon;1
1433;Klene;lacollaborationd’Emiliano Ranocchi;1
1434;Klene;Witkowski;1
1453;Conchon;Noizet;1
1455;Noizet;Ollion;1
1456;Imbroscio;Minerva;1
1457;Imbroscio;Oppici;1
1458;Minerva;Oppici;1
1460;Hautebert;Soleil;1
1461;George;Gossip;1
1463;Doyle;Haydon;1
1464;Cook;Lee;1
1465;Jaquier;Lotterie;1
1466;Jaquier;Seth;1
1467;Lotterie;Seth;1
1468;Giguère;Hétu;1
1469;Cohen;Goetschel;1
1470;Cohen;Martin;1
1471;Cohen;Ory;1
1454;Conchon;Ollion;1
1452;Coli;Saccamano;1
1435;Witkowski;lacollaborationd’Emiliano Ranocchi;1
1451;Coli;Kahn;1
1436;O’Brien;Stark;1
1437;O’Brien;Turner;1
1438;Stark;Turner;1
1439;Dupraz;Gheeraert-Graffeuille;1
1440;Munns;Richards;1
1441;Glaisyer;Pennell;1
1442;Boutoulle;Gomis;1
1443;Bertaud;Labertit;1
1444;Böhler;Hofmann;1
1445;Böhler;Reill;1
1446;Böhler;Zurbuchen;1
1447;Hofmann;Reill;1
1448;Hofmann;Zurbuchen;1
1449;Reill;Zurbuchen;1
1450;Kahn;Saccamano;1
1393;Gest;Pasteur;1
1392;Gest;Lemonnier-Delpy;1
1391;Bodinier;Pasteur;1
1330;Carlino;Wenger;1
1332;Cloutier;Dubeau;1
1333;Cloutier;Gendron;1
1334;Dubeau;Gendron;1
1335;Leterrier;Tort;1
1336;Rémi-Giraud;Rétat;1
1338;Hewitt;Rogers;1
1339;Beaurepaire;Taurisson;1
1340;Excoffon;Hurel;1
1341;Excoffon;Peters-Custot;1
1342;Hurel;Peters-Custot;1
1343;Watthee-Delmonte;Zupancic;1
1344;Paschoud;Wenger;1
1345;Hamm;Thériault;1
1346;Guédron;Laboulais;1
1347;Desan;Desormeaux;1
1331;Corswarem;Pirenne;1
1329;Castagnetti;Renoux;1
1350;Escola;Rueff;1
1328;Margairaz;Touchelay;1
1312;Bonnier;Laigneau-Fontaine;1
1313;Jackson;Yoder;1
1314;Imbert;Noacco;1
1316;Pelchat;Rocher;1
1317;Chareyre;Rocher;1
1318;Poton;Rocher;1
1319;Chareyre;Pelchat;1
1320;Pelchat;Poton;1
1321;Chareyre;Poton;1
1322;Cardi;Pruvost;1
1323;Cardoni;Conchon;1
1324;Cardoni;Margairaz;1
1325;Cardoni;Touchelay;1
1326;Conchon;Margairaz;1
1327;Conchon;Touchelay;1
1348;Dagen;Escola;1
1351;Lebrun-Pézerat;Poublan;1
1390;Bodinier;Lemonnier-Delpy;1
1370;Theis;Vadelorge;1
1372;Vadelorge;Vorms;1
1373;Dumas;Zieger;1
1374;Cellier;Damerdji;1
1375;Cellier;Lloret;1
1376;Damerdji;Lloret;1
1377;Chabaud;Cohen;1
1378;Chabaud;Coquery;1
1379;Chabaud;Penez;1
1380;Cohen;Coquery;1
1381;Cohen;Penez;1
1382;Coquery;Penez;1
1383;Debaisieux;Verdier;1
1384;Ferrand;Weil;1
1385;van Dijk;van Strien-Chardonneau;1
1389;Bodinier;Gest;1
1371;Theis;Vorms;1
1369;Montel;Vorms;1
1352;Coulet;Goubier;1
1368;Montel;Vadelorge;1
1353;Larrère;Volpilhac-Auger;1
1354;Caye;Malhomme;1
1355;Krynen;d’ Alteroche;1
1356;Jouhaud;Viala;1
1357;McKenna;Rivara;1
1358;Backouche;Lyon-Caen;1
1359;Backouche;Montel;1
1360;Backouche;Theis;1
1361;Backouche;Vadelorge;1
1362;Backouche;Vorms;1
1363;Lyon-Caen;Montel;1
1364;Lyon-Caen;Theis;1
1365;Lyon-Caen;Vadelorge;1
1366;Lyon-Caen;Vorms;1
1367;Montel;Theis;1
1143;Cabaret;Vienne-Guerrin;1
1141;Boucher;Przychodzen;1
781;Manceau;Struckmeyer;1
901;Adams;al.;1
894;Isaïa;Sot;1
895;Grimal;Isaïa;1
896;Grimal;Sot;1
897;Häseler;McKenna;1
898;Reggiani;Stolz;1
899;Badiou-Monferran;Verjans;1
900;Steuckardt;Thorel;1
902;Skogan;de Maillard;1
954;Charité;Roy;1
903;Koźluk;Pietrzak;1
905;Davison;Laurent;1
906;Davison;Patey;1
907;Davison;Vanfasse;1
908;Laurent;Patey;1
909;Laurent;Vanfasse;1
910;Patey;Vanfasse;1
893;Bériou;Grimal;1
892;Bériou;Sot;1
891;Bériou;Isaïa;1
890;Antonielli;Levati;1
873;Genand;Seth;1
874;Cassin;Ducimetière;1
876;Berchtold;Ducimetière;1
877;Berchtold;Hazan;1
878;Berchtold;Imperiali;1
879;Ducimetière;Hazan;1
880;Ducimetière;Imperiali;1
881;Hazan;Imperiali;1
882;Berchtold;Jakob;1
883;Cifaerelli;Giacone;1
884;Berchtold;Sutermeister;1
885;Gianico;Hammann-Décoppet;1
887;Goldsmith;Winn;1
888;Bessire;Tilkin;1
889;Brogini;Ghazali;1
911;Carribon;Picco;1
912;Carribon;Dussert-Galinat;1
913;Carribon;Lachaise;1
935;Irimia;Paris;1
937;Cunha;Natário;1
938;Epifânio;Natário;1
939;Cunha;Epifânio;1
940;Kong;Monteiro;1
941;Kong;Neto;1
942;Monteiro;Neto;1
944;Gladu;Krief;1
945;Bernier;Gladu;1
946;Bernier;Krief;1
947;Aron;Saint-Jacques;1
948;Aron;Viala;1
949;Saint-Jacques;Viala;1
950;Swiderski;lacollaborationde PierreBerthiaume;1
951;Desjardins;Moser-Verrey;1
952;Moser-Verrey;Turbide;1
936;Manea;Paris;1
934;Irimia;Manea;1
914;Bugnon;Carribon;1
933;Epifânio;dos Santos;1
915;Dussert-Galinat;Picco;1
916;Lachaise;Picco;1
917;Bugnon;Picco;1
918;Dussert-Galinat;Lachaise;1
919;Bugnon;Dussert-Galinat;1
920;Bugnon;Lachaise;1
921;Guyon;Krumenacker;1
922;Guyon;Maes;1
923;Krumenacker;Maes;1
924;Bensaude-Vincent;Bernardi;1
925;Lilti;Spector;1
929;Petey-Girard;Plagnol-Diéval;1
930;Bernardo;Ferrão;1
931;Teixeira;dos Santos;1
932;Epifânio;Teixeira;1
872;Burnand;Seth;1
870;Ducimetière;Spurr;1
869;Ladenthin;Redecker;1
803;Berthiaume;Vandendorpe;1
806;Benigno;Hugon;1
807;Bourquin;Hugon;1
808;Saint-Martin;Viselli;1
809;Charles;Pujol;1
810;Françoise;Gevrey;1
811;Briand;Camelin;1
812;Briand;Louvel;1
813;Camelin;Louvel;1
814;Méchoulan;Ollier;1
815;Leca-Tsiomis;lacollaborationd’Alain Sandrier;1
817;Boehm;Ferrary;1
818;Boehm;d’ Espèrey;1
819;Ferrary;d’ Espèrey;1
820;Gougelmann;Verjus;1
821;Glaudes;Klettke;1
805;Benigno;Bourquin;1
802;Poirson;Ramond;1
823;Bercegol;Marot;1
801;Plagnol-Diéval;Ramond;1
782;Desjardins;Martel;1
783;Bonnet;Coquery;1
784;Barbier;Destephen;1
785;Chausson;Destephen;1
786;Barbier;Chausson;1
787;Closson;Raviez;1
788;Beckett;Boldt-Irons;1
789;Baudot;Beckett;1
790;Baudot;Boldt-Irons;1
791;Garand;Hayward;1
796;Belmas;Nonnis-Vigilante;1
797;Belmonte;Peyrard;1
798;Cuillé;Szmurlo;1
799;Poussou;Robin-Romero;1
800;Plagnol-Diéval;Poirson;1
822;Bercegol;Laurichesse;1
824;Laurichesse;Marot;1
868;Geyer;Redecker;1
844;Boch;Haquette;1
850;Guérin;Paulhan;1
851;Guérin;Rioux;1
852;Paulhan;Rioux;1
853;Elm;Lottes;1
854;Elm;de Senarclens;1
855;Lottes;de Senarclens;1
857;Fleury-Seemüller;Lescaze;1
860;Ambrus;Grosrichard;1
861;Berchtold;Lavezzi;1
862;Lavezzi;Martin;1
863;Delhom;Hirsch;1
864;Miura;Nagami;1
865;Kahnemouinepour;Shahverdiani;1
866;Berchtold;Hersant;1
867;Geyer;Ladenthin;1
848;Hartmann;Lotterie;1
843;Gevrey;Haquette;1
825;Eigeldinger;Trousson;1
842;Boch;Gevrey;1
826;Ehrich-Haefeli;Schrader;1
827;Ehrich-Haefeli;Stern;1
828;Schrader;Stern;1
829;Adert;Eigenmann;1
830;Birrer;Ganzoni;1
831;Birrer;Lathion;1
832;Birrer;Weber;1
833;Ganzoni;Lathion;1
834;Ganzoni;Weber;1
835;Lathion;Weber;1
836;Collet;Foehr;1
838;Bloch;Schnyder;1
839;Didier;Sermain;1
840;Dumont;Hildebrand;1
841;Dupont;Termolle;1
953;Desjardins;Turbide;1
955;Dion;Fendler;1
1140;Boucher;David;1
1081;Jakubowska;Ucherek;1
1074;Dimke-Kamola;Loba;1
1075;Dygul;Kulesza;1
1076;Dygul;Sobczyk;1
1077;Kulesza;Sobczyk;1
1078;Górnikiewicz;Marczuk;1
1079;Górnikiewicz;Piechnik;1
1080;Marczuk;Piechnik;1
1082;Dinet;Grandhomme;1
956;Dion;Gouaffo;1
1083;Dinet;Laboulais;1
1084;Grandhomme;Laboulais;1
1085;Boerner;Ferlampin-Acher;1
1088;Marchal;Moureau;1
1090;Servet;Servet;1
1091;Boissiéras;Servet;1
1092;Drévillon;Fonck;1
1073;Pokojska;Romanowska;1
1072;Kremer;Swiatkowska;1
1071;Herman;Swiatkowska;1
1070;Herman;Kremer;1
1053;Hagengruber;Hecht;1
1055;Mathieu;lacollaborationde Jean-ClaudeArnould;1
1056;Bodineau;Lamarre;1
1057;Hayat;Péneau;1
1058;Hayat;Sintomer;1
1059;Péneau;Sintomer;1
1060;Blond;Hilaire-Pérez;1
1061;Blond;Virol;1
1062;Hilaire-Pérez;Virol;1
1064;Fusaro;Heywood;1
1065;Fusaro;Omri;1
1066;Heywood;Omri;1
1067;Mostefai;Weltman-Aron;1
1068;Weltman-Aron;Westmoreland;1
1069;Mostefai;Westmoreland;1
1093;Cénat;Drévillon;1
1094;Cénat;Fonck;1
1095;Citton;Dubacq;1
