;coeditor1;coeditor2;count
188;Martin_Christophe;Rosellini_Michèle;2
483;Astbury_Katherine;Seth_Catriona;2
482;Astbury_Katherine;Plagnol-Diéval_Marie-Emmanuelle;2
190;Rosellini_Michèle;Séité_Yannick;2
462;Arnoul_Élisabeth;Ruggiu_François-Joseph;2
461;Arnoul_Élisabeth;Bardet_Jean-Pierre;2
415;Regina_Christophe;Vickermann-Ribémont_Gabriele;2
413;Borello_Céline;Regina_Christophe;2
50;Blanckaert_Claude;Porret_Michel;2
67;Herman_Jan;Omacini_Lucia;2
66;Escola_Marc;Sermain_Jean-Paul;2
65;Escola_Marc;Pelckmans_Paul;2
63;Escola_Marc;Herman_Jan;2
58;Bahier-Porte_Christelle;Jomand-Baudry_Régine;2
47;Kozul_Mladen;Pelckmans_Paul;2
46;Herman_Jan;Kozul_Mladen;2
823;Berchtold_Jacques;Lavezzi_Élisabeth;2
824;Lavezzi_Élisabeth;Martin_Christophe;2
828;Berchtold_Jacques;Hersant_Marc;2
764;Plagnol-Diéval_Marie-Emmanuelle;Poirson_Martial;2
765;Plagnol-Diéval_Marie-Emmanuelle;Ramond_Catherine;2
766;Poirson_Martial;Ramond_Catherine;2
769;Benigno_Francesco;Bourquin_Laurent;2
71;Pelckmans_Paul;Sermain_Jean-Paul;2
70;Omacini_Lucia;Sermain_Jean-Paul;2
69;Omacini_Lucia;Pelckmans_Paul;2
68;Herman_Jan;Sermain_Jean-Paul;2
41;Luciani_Gérard;Volpilhac-Auger_Catherine;2
40;Lautel_Alain;Rivara_Annie;2
38;Cointre_Annie;Lautel_Alain;2
10;Juratic_Sabine;Varry_Dominique;2
8;Barbier_Frédéric;Juratic_Sabine;2
5709;Lejeune_Philippe;Simonet-Tenant_Françoise;2
5708;Jeannelle_Jean-Louis;Simonet-Tenant_Françoise;2
931;Girard_Pierre;Leduc_Christian;2
932;Girard_Pierre;Rioux-Beaulne_Mitia;2
33;Séité_Yannick;Trevisan_Carine;2
3655;Herlin_Denis;Serre_Solveig;2
834;Burnand_Léonard;Seth_Catriona;2
